1 2 3 4;1 4
369 372 563 643 887 1263 1265 1511 1637 2338;887 1265 1511 2338
32 248 403 808 890 1480 1881;248 808 890
20 195 471 535 561;195
87 90 132 285 453 538 1581 2314;90 538 1581
248 536 539 686;248 539 686
254 613 828;254
52 1500;1500
399 436 1013;399 436
1721 2117;1721
1622 2185;1622
1674 2455;2455
484 707 1437 1828 2239 2401;1828 2239
530 643 758 759;530 759
800 801;800
247 623 672 769 1304 1767;623 672 1304
325 385;325
20 139;20
2 3 93 143 148 184 188 567 765 1719;3 93 148 188 765
26 28 1067 1763 1957 1990;26 28 1067 1957 1990
1287 2339 2763;1287 2339
17 722 2150;17 722
192 429 630 717 2483;429 717 2483
1801 2807;2807
1129 1313 1512 1767 1979;1313 1767 1979
262 610;610
121 123 749 839;121 123 839
18 19;18
1191 1230 1715 2049 2161;1191 1230 2049 2161
82 434 960 1698;960 1698
460 546 681 2845;460
216 217 1555;216 217
592 1620 1778;592 1778
304 809 1216 1904;304
224 225 382 500 501 502 933 955 963 1605;224 225 500 933 955
18 19 357 397 867 913 931;18 913
527 1064 1538 2396 2457;527 1064 2396
70 1101 1713 1739 1881;1713 1739
14 68 359 1353 1483;14 359 1353
72 509 2330;72 509
1193 1272 2784;1272
77 1123;77
80 856 906 1171 1180 1330 1560 1665 2000;80 906 1180 1560
315 316 317 543 2222 2255;315 316 543
14 354 432 1483 1790 1903;1483
688 876;876
590 1848 2034 2196;1848 2034
12 95 242 359 467 678 900 1710;242 359 467 678
477 1421 1452;1421 1452
91 520 1004 1542;520 1004 1542
170 271 272 273 699;170 271 272 273
1390 1638;1638
33 35 805 1498 1572;33 35 1498 1572
179 307 928 934 1318;179 307 934
1339 1923;1923
306 327;327
452 524 665 879 1027;452 879 1027
265 1532 1720;1720
584 647 1401;647
537 538 664 1383 1581;538 664
1281 1867;1281
1060 1061 1598;1061 1598
427 492 493 561 562 705 941 1264;427 492 562
959 1560 1811;959
325 649 738;738
2 765 1437;1437
1640 2245;1640
34 433 1353 1713;433 1713
1302 1528 1733 2364 2622;1302 1733
1280 1583 2530 2934;1583 2934
174 324 1138;174 1138
189 429 753 1953;429 753 1953
393 1212;393
132 453 454 537 664;132 453 537 664
20 22 139 140;22 140
27 29 1452;27 29
306 375 446 1182 1412;1182
650 979 1229;979 1229
352 2492;2492
73 74;73
86 1646;1646
88 151 272 735 2089;88 272
21 139 559;139
849 1257;1257
411 805 830 1572 1658 1659 1782 1972;411 830 1659 1972
434 958;434
303 304 668 955;304 668 955
545 1307;545
50 667 1161 1978;1161 1978
669 1094 1937 2890;669 1937
320 321 440 812 831 832 885 934;321 812
568 570 1260 2042;570 1260 2042
46 47;47
660 813;813
304 307 308;307 308
491 656 658 945 946 1224 1295 1809 1898;491 656 1224 1295
207 2552;207
409 1280 1354;409 1280
248 683 686 808;248 683 808
1284 1960 2812;1960 2812
73 127;73
395 2063 2122;2063 2122
143 1255;1255
33 34;33
2242 2243;2242
731 940 1460;731 940
2 765 1010;2
72 1575 2414;72
269 346 472;346
248 626;626
1188 1919;1188
167 266 1939;266
134 231;134
13 1418;13
210 334 527 1247;334 1247
82 83 84 246 406 1278 1279;82 83 84 246 1278
190 191 232 264 266 287 312;191 287
167 267 286 662 691 1165 1379 2044;167 691 2044
94 174 1138;174 1138
295 334 426 518;295 334 426
106 235 621 1422;235 1422
106 220 621;621
586 1245 1246;1246
494 1222 1598 1905 2627;494 1222
2151 2526;2151
33 34 35 397 459 742 867;33 34 35 459 742
462 544 1436;462 544
49 150 225 501 747;49 150 501
2141 2366 2367 2403 2812;2366
133 271 272 273;271 272
545 875 965 1000 1389;965 1000
32 684 685 1330 1560 1811 2830;685 1560 2830
72 126 556;126
34 397 742 867 917 931 1198 1584;34 397 742 917 1198
416 1175 1176 1203 1555;416 1203 1555
34 877;34
1070 1858 2125;1858 2125
401 1328 2402;2402
8 636 722 983;636 722 983
526 1062 1064;526 1064
262 674;674
1076 1077;1076
325 385 792;385
529 1449;1449
304 719;719
179 208 634;179 208
218 357 742 993 1940;218 357 742 993
936 939 1824;936
374 637 781 916 941 2064;637 916
485 795;485
1 458 459;1
2693 2699;2693
125 126 2583;125 126
2082 2206;2082
123 379 839;123 379
484 982 1618;1618
1391 1810;1810
157 1647;1647
532 2296;532
1401 1403;1403
880 1997;880
616 962;962
39 2398;39
69 70 79 108 109 239 1262 1497 1790;79 109 239 1262
563 887;887
625 686 808 1347 1811;625 686 808 1347
414 484;484
62 65 82 245 652 1290 1593;82
125 126 159 164 289 374;125 374
190 266 312 426 620 883 1362;190 312 426
616 1356 2420;616 2420
32 110 216 217 371 415 769 1101;32 110 769
354 742 917 1198 1625;354 917 1198 1625
77 491 801;77 491
74 226;74
1453 2271;2271
232 714 1757;232
54 966 1691;54 1691
10 643 1264 1497 1695;10 643 1264 1695
22 193 1004 1601 1793;22 193 1793
20 23;20
524 1205 1214;524 1214
248 625 683 808 2830;2830
36 929 979 980 1229 2157;1229
1401 1403;1401
502 611 1214;611 1214
636 722 872 983 2727;636 722 872 983
1913 2519;2519
125 797 1317;797
678 679 979 1229 1318;678 1318
2344 2593;2593
234 703;703
107 1162;107
576 962 1438;576 1438
28 1067;1067
657 945 1166;1166
41 136 2692;136
224 666 1143;224 1143
1466 1467 1468 1536;1467 1468 1536
14 1483 1484;14 1484
103 1386;1386
1632 1639;1639
473 532;532
2712 2961;2961
79 82 84;82
1009 1511;1009
537 664 1814 2153;1814 2153
301 302 307 496;496
1283 1622;1283
110 112 216;112 216
92 314 1188 1587 2305;314 1188 1587 2305
790 848 1597 1647;848 1597 1647
73 127 962;127 962
905 1061 1222 1905 2627;905 1061
32 62 64 66 439 818 876 1275;62 66 439 876
95 96 121 173 749 839 1873;96 121 749 839 1873
79 81 930 1230 1338 2598;1338 2598
628 771 1059 1559;628 771 1559
460 546;546
20 21 23 373 1616;20 21 23
61 82 241 243 244 465 1042 1351 1353 1495;241 243 244 1495
775 901 996 1037 2585;775 901 2585
182 1420;182
22 388 507 615 683 890 1311 1793 1864 2356;388 507 2356
491 1551;491
1587 2078;2078
303 796;796
1639 1672 1801;1801
936 939 1488 1824;939
539 639 958 960 1697;960 1697
946 1166 2723;946 2723
42 43 44 1467 1818;42 44
658 762 1772;658
57 89 396 2816 2853;57 89 396 2816
1875 2155;1875
248 625 686;248 686
620 1129 1261 2353;1129 1261
812 934 1182 1216 1290 1698;812 934 1216
2123 2782 2783;2783
2 643 644 1497;1497
124 916 1701;916 1701
303 304;304
324 1851;1851
52 2034;52
1095 1395;1095
73 74 110;73
12 173 174;12
135 275 279 423 2313 2659;135 279 2313
216 401 774 1176 1259 1955;216 401 774 1955
20 21 22 140 494;21 22 140
234 256 1036 2435;234
1339 2510;1339
20 22 139 140 303 325 738 1392;22 139 325
304 668;668
2311 2312 2521;2311
440 813 985 1136;813 985 1136
62 64;62
512 656 2087 2149;656 2087 2149
124 125 126;126
2642 2644;2644
180 220 765 766;765 766
12 13;12
502 611 635 1214 1867 2191;635 1214 1867 2191
326 327;326
1052 1544;1052
460 546 1156 1431 2288 2625;460 1431
272 516 608 747 1596 1972 2835;516 608 747 1972 2835
12 96 173 311;12 96
529 530 758 1009;530 758 1009
701 766 1893;1893
374 562 1809;374
523 1157;1157
75 76;75
196 198 201 597 1468 1469 1470 2131 2363;198 597 1470 2363
20 139 194 195 561 615 711;194 711
1405 1814 2493;1814
808 1543;1543
666 728;666
20 21 22 391;20 21 22
20 139 140 494 612 1241;140 494 612 1241
46 179 633 1142;46
416 1259;416
1387 1516 1873;1516 1873
18 19;19
440 441 826 831 885 1729 1925;441 826 831 885 1925
2842 2903;2903
256 601 1205 2659;256
218 356 357 358 922 931 993 1045;218 357 358 993
1871 2600 2650;2600
12 94 95;94 95
18 1826;18
544 732;732
330 2420;330
616 1556;616
62 66 232 579;62 66 232
303 375 771 772;375
426 573 636;636
1884 1885;1885
567 752 1454 1551 1764 1765 2233;752 1454 1764 2233
685 754 755 776 777 932 1349 1864 2219;685 754 755 776 2219
64 66 249 292;64 66 249
519 1004 1068 1174;1174
1239 1240 2410 2667;1239 1240
87 90 132 285 453 2314;87 132 453 2314
62 64 65 249 250;64 65 250
443 445 817 1352;817 1352
12 174 324 1138;174 1138
20 490 492 721 2014;20 490 492
70 111 138 150 930 1483 1929 2037 2219 2341;111 2341
1071 1406 1408 1518 2300 2323 2481 2483 2553 2877;1406 2323 2553
460 476 732 1000;460 476
474 1075 1384 2200;474 1075 2200
16 270 2378;16
248 580 625 683 686 1805;625 683 1805
384 849 1257;384 849
20 21 22 139 140;21 139 140
330 635;330
248 262 683 686 808;248 683 686
789 2300;2300
224 500 501 933 1456 2195;224 500 2195
139 858;858
234 1647;1647
719 862 863 1279;719
943 1646 2440 2475;1646
3 1371;1371
139 394 853 1053 1064 1801 1908 2447;394
1586 1923;1923
78 732;78
271 410 513 560 966;271 513 560
753 2014;2014
13 94;13
253 254 1386;254 1386
458 1259 2479;458 2479
89 354 356 742 746 1584 1625;354 356 742 1625
2 4;4
1476 2651;1476
547 671;671
20 21 22 140;20 21 22
698 988 1189 1197 1288;698 1189 1197
1500 1501 2296;1501
133 271 768 769 1300 1304 1895 2000;133 769 2000
143 145 146 148 184 2230;143 145
622 673 1261 1425 2353;673 1261 1425
2 3 151 693 760 1939;151 693
571 759 1888;571 759
124 125 374;124 374
862 901 1279;901 1279
1850 2530;2530
427 492 493;427 493
81 177 467 650 981 1046 1229 1230 2037;81 650 1046 1229 2037
75 1858 1992;1858
567 836 903;836 903
489 517 625 1380 1792 1923;1380
316 824 825 2644 2794;825
20 23 1265;20 23
12 95 96 173 174 324 1138;95 96 173 174 1138
124 125 374;124 125
3 265 453;3 265
12 13 311 324 458 1444 1710 2291 2564;324 458
3 473 474 693 760;473 474 693 760
471 1979;471
62 66 1723;66
134 1239 1854;134 1239
20 209 212 812 813 890;212 813
487 1906;1906
460 533 1436;460 1436
2 3 181 765 766 1507;2 3 765
241 405;241
1002 2222 2577;2222 2577
936 939 1488 1824;1488
1282 2090;2090
1367 2677;2677
1116 1235 1382 1959 2036;1116 1959 2036
20 22 23 139 140 494;20 22 23 140 494
1122 1132;1122
719 1182 1418 1531;1182
97 103 139 500 559 1205 1214 1386;103 139 1386
163 353;163
640 1340;640
893 2527;893
698 988 1194 1195 1435 1811;1194 1195 1435
301 308 1142;301 308
132 453 454 537 544 1076;132 453 544 1076
34 72 125;34 72
20 139 140 640;139 140 640
191 257 264 266 312 429 2014;264 312 429
876 1921;1921
354 357 2576 2913;354 357 2913
908 1355 2548;908
434 439 466 831 862 885 956 1968;434 439 1968
353 556;556
125 126 164 1553 1574;125 164
460 546;460
24 462;462
121 123 537 664 839 1444 1503 2349 2350;123 1444
871 872;872
2524 2547;2524
409 792 795;409 792
913 1480;913
790 829 1032 2386;1032
330 2912;330
529 1928;529
61 1342 1566 1750;61
110 112 216 217 1099 1405;112 1099 1405
330 635 1281 1918;635 1281
40 192 662 1234;40 192
301 792 794;301
966 1262;1262
159 162 164 322;164
320 451 934 2507;320 934
903 1881;1881
20 23 223 383 391;20 23
12 95 96 173 174 769 805 1331 1972 2354;96 173 769 1972
97 98 411 469 913;469 913
8 1235 1236;1235
89 354 356 867 917 1198;1198
491 924 1894 1936 2522;491 1894 1936
73 127 130;130
1975 2237 2557;2557
352 353 557 781;781
162 374;374
98 107 232 504 524 536 665 676 1897;524 536 665
1076 1077;1076
98 213 253 470 815;98 213 253 815
1466 1468 1470;1466 1470
531 569 571 572 1150 1888 2129;569 571 2129
1661 1662;1661
2 106 180 181 220 504 621 765;2 765
555 709 2382;709
8 558;8
190 287 524;190 524
24 26 460 861;460
124 942;942
82 84 1133;82 84
50 667 1978;50
636 712 723 983;712
1368 1369 1967;1967
66 248 625;66 625
124 126 946 1103 1111 1433;126 1433
159 192 2498;159 2498
55 60 435;55 60
413 1315 1316 1703;413
411 807 1043 1572;807 1572
1280 1583 1850 2531 2934;1850 2531
17 113 133 216 247 355 1100 1709 1878;113 1709
453 805 1287;1287
190 259 1852;190
328 683 1671;328 1671
137 276 1879;137 276
224 500 501 1214;224 1214
1002 1503 1582;1002
180 220 504 621 835 836;180 621 836
328 1419;1419
9 808 859 860;860
453 608 693;693
133 545 578 579 1286;133 578 579 1286
23 440 535 812 813 885;23 812 813 885
12 94 324 1138;324
785 2708;785
241 242 243 244;241 243 244
437 875;875
413 783 1076 1389;1389
151 1384 2224 2277 2282;1384 2277 2282
422 768 1234;422 768
62 64 65 66 250 292;64 65 250 292
2 183 603 765 766;2 183 765
110 216;110
514 1300 1526 1580 1655;1300 1580
133 272 453 608 1165 1952 1972;453 608
132 537 664 665 2283;537 665
616 1356;616
500 501 502 611 933;501 933
360 1009 1550;1009
1522 2228;2228
182 765 844 1893;765 844
460 544 2111;460 544
52 223 382 612;52 612
712 768;712
224 225 502;225 502
420 471 475;420 471
20 21 22;22
121 378 2165;121 378
324 1100 1138 1483;324 1138
580 625 683;625
363 553 1478 2012;2012
122 514 748 839 2369 2370;122 839 2369 2370
46 178 208 823;823
132 181 454 973 1633;132 454 973
12 95 311;95 311
403 475 877 1159;475 877
1107 1587;1587
40 616 1116 1234 1860 1959;40 616 1860 1959
709 1168;709
1378 1448;1378
252 830;830
189 420 454 468;189 454 468
840 2604;2604
166 182 225 504 1048 1832;182 225
458 553 1444 1903;1444
226 458 1444;458
325 2194;325
712 749 983;749
9 40 471 660 672 715 1061 1609;9 40 471 660 1609
218 354 357 397 740 922 1594;218 354 397
1661 1859;1661
5 1840;5
178 439 817 1729;439 817 1729
28 255 1990;1990
134 231 355 695;355 695
326 649 738;649
1810 2023 2365;1810 2023
210 764 1632 1633 2063 2457;210 1632 1633
124 125 126 160;126
1408 1409;1408
225 500 501 531 933 1605;225 500
77 1809;77
14 34 174 1138 1483 1484 1770 1903;174 1483 1484
5 235 236 237;235 236 237
872 881 1391;872
110 112 216 1300 1752;110 112
550 1037 1276 2389;550
103 254;103
13 94 311;94
1004 1073 1434 1542 1661 2722;1004 1542
232 733;733
67 150 247 996 1037 1543 2228 2241;150 996 1037 2228 2241
219 1410;219
3 122 195 232 453 688 717 780 1972;3 122 717 780 1972
735 2642;2642
474 690 691 693 760;474 760
303 2694;2694
314 538 1581;538 1581
561 833;561
341 628 2219;628
434 960 1495 1697;434 1697
497 770 1051 2038 2278;1051 2038
13 174 324 1138;174 1138
126 477;126
666 1954;666
34 35 805;34 805
124 374 781;781
58 435 500 501;500
137 190 194 195 225 788;190 194 195 788
1993 1994;1993
125 162 164 353 557 781;125
34 66 87 250 403 433 474 690 760 1037;66 474
1207 1350 1594;1350 1594
72 556 557;557
130 352 556 557 1226;1226
52 532;532
667 700 1588 1918 2710;700 1588
34 35 805 806;805
110 791 1099 1405;110
82 244 930 980 981 2083;82 980 981 2083
616 962;962
2188 2237 2766;2188 2766
49 50 51 667 1566;49 51 667 1566
302 719;719
22 301 310 325 1201;22 325
211 212 439 441 1728;439 1728
72 73 129 130;72 73 129
467 930 1046;467 1046
68 755 776 898 917 932 1483 1929 2458;755 776 917 1483
72 127 226 479 505 1791;226
507 735 1450 1598;507 1450 1598
325 327;325
20 21 22 139 140 494;20 139 140
1013 1214 1456 1457 2051 2196;1214 1456 1457 2051
668 714 1672 1839;668 714 1672
84 246 653 1320;84 653 1320
269 270 344 345 346 818 977 1005;346
12 95;12
325 326 375 446 649;446
1000 1800;1800
61 70 292 684 685 776 1483 1575 2219;776 1575
98 100 220 230 714;230
1233 2179 2394;2179
352 422;352
75 76 127 1791 2386;76
668 738 792 1363 1839;738 1363
22 139 193 490;22 139
366 508 1608;366
75 127;75
62 252 292;62 292
232 591;591
53 415 500 611 1059 1207 1658 1744;53 500 1059 1744
2 3 181 603 765 766;2 3 181 603 765
2 3 603;3 603
9 39 42 44 660 1061 1234 1645 1818 2148;39 42 660 1061
57 58 89 354 398 399 435 867 1200 1879;57 58 89 399
761 1503;1503
82 246 930 2287;82 246 2287
125 126 159 164 289;126 164 289
62 589;589
193 195 410 788 1424 2168;193 195 410 788 1424
1417 1798;1798
73 74 127 129 226;127
218 354 356 357 358 993;354 357 358 993
567 836 903 937;903 937
742 917;742
142 167 191 223 312 619 1939;142 167 191 223 312
1849 2918;1849
931 1349;1349
748 1424;1424
20 21 22 367 494;20 21 22 367
550 670;670
110 1225;110
62 64 65 66 249 250 252 292;64 249 250
46 959 1098 1785 1786 1830 2929;46 1785 1786 1830
303 325;325
129 792 1204 1225 2409;792
1417 1842;1417
1329 1745 2015 2178 2242 2410 2667;2015 2178 2242
438 1365;438
107 272 578 608 1952 1972;272 578 608 1952 1972
320 410 509 625 826 831 914 1146 2092;320 826 831 914 1146
982 1167 2102;2102
151 286 486 520 735 1384 1939;486 520 735 1384
112 1262 1710 1821 1922 2150;112 1262 1710 1821 2150
545 1000;1000
634 816 1185;634
225 602 1231;1231
16 269 270 346;346
711 858 1040 1161 1211;858 1040 1161 1211
124 219 221 374 637 916 1653 1666 2324;124 374 916 1653
612 2470;612
159 792;792
521 710;521
29 303 304;29 304
21 139 140 494;21 139 140
352 557;557
524 871 872;872
226 1575 1858 2330;1858
139 272 927 1201;139 272
21 394 1241;394 1241
57 87 92 399;57 87 399
625 686 808 890 1170;625 808 890
547 721;547
77 671;77
712 983;712
125 130;125
569 1551 1558;1551 1558
1463 1670;1463
545 875;545
498 2031 2855;498
427 429 488 959 1103 1207 1381 2588 2780;1381 2588 2780
49 150;150
3 51 139 150 615 667 1978;51 150 667 1978
21 22 140 494;21 22 140
3 473 474 543 693 876 1592;3 473 474 543
2 3 765;2 765
957 1531 1783;1531 1783
411 722 1044 1143 1737 2596;411 1044 2596
125 2064;125
1281 1624 1918 2605;1281 1624 2605
61 113 340 755 776 1343 1349 1483 2219;340 755 776 1343 1349
190 213 500 687;213 500
1738 2584;2584
60 354 356 357 922;356 357 922
637 941 942 1553;637
144 537 1255;537
129 619 978 2125 2334;619 978
979 981 1229 1698;979 1229
323 916 1570 1632 1882;323
320 813 826 885 934 1146 1728;813 885 1146 1728
320 439 831 1189 1197 1352;320 439 831 1189 1197
72 226 407 1791;407 1791
869 1368 1713;1368
17 79 108 110 111 1100 1101 1349;110 111 1349
46 207 208 440 594 813 823 824 832;208
593 1193 1708;1708
94 95 324 554 1138;95 324 1138
962 1115 1906;962
34 233 411 412 806 1332;34 412
439 813 831 934 2592;813 831 934
774 791 1259 1655 2163;774 1655 2163
544 591 801 1799;544 801 1799
525 1342 1343 2090;1342 1343
241 465 979 980 981 1229;980 981 1229
334 460 1436;460 1436
422 1261;422
943 1937;943
1044 1112 2596 2819;1112 2596 2819
257 455;257
98 425 490 561 676 833 1733;425 490 561 833 1733
279 486 1240 1329;279 486 1329
706 849;706
308 812 832 885;308 832 885
354 356 357 741 2399;354 357 741 2399
768 1317;1317
48 1494 2929;1494 2929
596 623 672 1304 1895;623 672 1304 1895
107 190 425 429 490 676 1028;425 429 490 676 1028
133 608 1165;133
247 271 516 578 608;271 516 578
385 719;719
1369 1578 1937;1578
51 54 667 1566;51 54 1566
497 1051 2038 2457;497 1051 2038
170 192 213 232 717 780 2269 2588;192 717 2588
330 732 733 1827;732 733
322 695 1020;1020
265 312 1201 1672 1852;1672 1852
460 462;460
81 1046 1229;81 1046
165 222 455 619;222 455
814 1778;814
38 214 232 622 770 1439 1493;38 214 1493
915 1489;1489
28 29 1067 1990;29 1067
567 1420 2435;2435
375 495;375
487 1994;487
1095 1396 1513;1396
758 767 1009;767 1009
444 934 985 986 1135 1191 1557;444 934 985 986 1557
20 615 1978 2100;615 1978
1153 1534 2377 2378;1153
52 851;52
303 668;668
1161 1211 2242;1161 1211
47 825 1186;47 1186
496 1419 1778;1419
796 797 2422;796 797
880 1997;880
82 84 246 1290;82
666 728;728
68 307 308 359;68 307 359
33 303 385 582 795 796 1977;33 385 582
401 630 973 1022 1085 1405;973
625 686;625
20 49 139 1566 2574;20 139
20 22 211 853;22 211 853
24 460;460
396 2137;2137
657 1295;1295
125 126;125
1156 1632 1633 1669 1882 2039 2433 2812;1156 1632 1633 1669 2039
371 455 644 1066 1264;371 644 1066 1264
1417 1842;1417
79 109 239 1262 1710 1804;79 109 239 1262 1804
360 566 763 1009 1454 1863 2331;566 763 1454
657 659;659
280 1154 2409;280 1154
395 428 1732 1733;395 428 1732
328 517 858 1601 2114;328
883 1187 1272;883 1187
395 428 490 561 738 857 1054;428 490 561 1054
39 589 652 755 1349;652 755 1349
956 1693;956
1458 1459;1459
328 1585 1586 1923;328 1585 1923
232 1512;1512
1449 1578;1449
20 21 23 140;20 21 23
142 635 1570;635
1618 1619;1619
1070 1858 2172;1070
738 809 1216;809
314 537 538 664 1581;314 538 664 1581
541 2571;541
94 96 173;96 173
167 382 453 454 524;167 453 524
139 581 934;934
190 512 1953;190 512
39 214;39
212 715 1585 2096;212 1585 2096
183 603 604 767 784 2264;603 604
400 573 623 1304 1921;1921
265 561 611 659 1103 1901 1902;1902
12 96 863 1138;12
133 233 272 608 747 1165;133 233 272 608
262 1147;262
38 194 1880;38 194
555 754 776 1486 1868 2411;754 776 1486 1868 2411
169 363 851 2760 2777;169 851 2760
55 60 1056 1200;55 1056 1200
225 500 1605;225 1605
81 467 652 979 980 981 1046;81 652 980 981 1046
402 997 1507;402
20 140 373 494 955 1241;20 140 494 955 1241
20 766 994;994
815 1323 1324 1325;1324
1828 2592;1828
1126 1190 1221 1288;1190 1221
544 944 1076;544 944
657 1166;1166
506 507 1792 1793 2305;506 507 1792 2305
1088 2417;1088
125 587;125
30 46 249 823 1061 1817;30 46 1061
354 397 742 867 917 918 1658;354 397 742 917
21 140 494;21 140
8 722 983 1398;8
20 49 50 51 150 667 668 1132 1306;20 51 150 668 1132
125 941 1400;125 1400
2 3;2
428 857 925 1183 1274;925
961 2068;2068
714 927 1414 1480 2146;1414 2146
415 537 664 1144 1204;415
127 129 352 557;129
374 1632 2039;374 2039
123 363 377 1489;1489
22 55 139 494 883 1200 1362;55 139 494 883 1200
17 110 216 217 868;17 110 216 217
241 242 243 979 980 1229 1351;241 242 243 979 1229
471 660 1061 1585;471 660 1585
125 126;126
496 719;719
20 23 140 494;20 23 140
195 513 1372 1477 1548 1549;1372
1013 2051;1013
73 74 587;73
160 941;941
20 22 139 140 494;20 22 494
253 892;253
110 1449 2913;2913
792 793;792
121 379 380;121 379
65 775 839 1250 1350 2001 2299;839 1250
877 1044;877
413 574;413
368 1636 1637 2513;368 2513
134 137 276 278 1239 1854;134 276 278 1239 1854
62 64 66 249 250;62 64 66 250
9 471 517 596 608 977;9 517 596 608 977
9 471 1061 1609;471 1061 1609
248 808 890 1559;248 808 890
20 23 139 140;23 140
243 246 776 932 1628 1929;776 1628 1929
1901 1902;1901
72 226;72
12 94 95 96 173 311 1138;12 94 96 311
985 987 1194 2119;985 987
1657 2249;1657
9 818 819 876;9 819
969 1639;1639
321 812 1519;321 812
9 596 715 2096 2148 2646;9 596 2148 2646
135 271 500 933;135 500
1222 2627;2627
21 140 526;140
324 987;324
366 668 1060;366 668
181 182 765 766 2138;182 765 2138
368 533;533
52 156 618 851 920 1049 1270 1644 2095 2470;156 2470
20 22 139 494 1241;494 1241
324 535 911 1989 2234 2235;324
28 732 733 1066 1067;732 733
241 242 244 1278 1480;241 242 244
74 131 213 226;74 131
14 113 432 1483 1484 1770 2249;14 432 1483 1484 1770
107 139 140;140
22 1538;1538
191 286 312 1048 1243;191 312 1243
547 721;721
506 559 1581;506
72 226;226
132 453 524 537 664 665;132 524 537 665
267 400 2217 2695;400
172 2425;2425
124 374 637;374 637
121 361 513 663 748;121 663 748
171 2678 2763 2764 2797 2917;171 2678 2763 2917
24 330 939;330
244 315 439 519 628;439 628
536 751 958;536 751
947 1283;1283
213 636 878 1044 1657 1781;636
2319 2447;2319
117 329;329
434 958;434
96 173 748;96
330 1754;1754
718 996;996
400 622 1425 1718 2354;400 1425 1718
73 127 130 1088;127 1088
773 890 1172;773 1172
532 2656 2916;2656
41 2692;41
133 248 272 625 890;133 248 890
106 180 220 766;180
129 407;407
1485 1486 2004;1486 2004
318 1276 1819 1982;1819 1982
301 304 307 308 1489;1489
1565 2405 2438;2405
21 140 494 955 1241;140 494 955 1241
622 877 1159 1605 2217;877 1159
441 594 826 832 1146;441 594 826 832
72 73 74;72
1132 1182 1216 1419;1216
46 317 823;317 823
123 173 377 749 839 990 1003 1231 2165;123 377 839 1003 1231
230 883 1612 2319;883 2319
330 598 752 1158 2684;598 752 1158
72 73 74 127 129 1791 2330;129
328 628 934;628 934
454 973 1255 1716 1719 2637;454
360 598 1144 1156 1205 1214 1454 1456 1558;1156 1214 1454 1456 1558
1079 1080;1079
443 444 595 1776;443 444
443 595 2878;443 2878
415 1073 1189 1197;1073 1197
1853 2556;1853
274 277 279;274 279
244 439 813 934 1727 2150;813 934 1727
1370 2561;2561
20 248 808 1781 2273;20 248 808
20 21 139 140;20 21 139
762 1083;762
406 863 912;863 912
567 1528 1536 1660 2768;1528
162 322 1553;322 1553
325 517 792 1609 1923;325 792 1609 1923
60 319 547 989 1270 1304 2323 2564;989 1270 2564
46 47 178 179 823;47
2 3 182 765;2 3 765
94 311;94
7 101 473 519 691 1542 2599;519 1542 2599
1937 1961 2504;1937 2504
303 304;303
40 72;72
73 2717;2717
448 1801;448
94 311;311
334 336 461 463 1436 1931;334 1436
777 1531 1750 1929;777 1531
159 781 782;159 782
300 1573 1701 1809;1573 1701
1434 2519;1434
330 477;330
301 668;668
1708 2208;1708
248 683 996 997 1560;997 1560
325 328 1317;325
1277 1525;1277
39 379 553 1677 1713;39 553 1713
49 954;49
182 1058 1178 1251 1520;182 1251 1520
1440 1441 2514;1440
21 22 23 140;21 22 140
132 453 1383 1384 2314;453 1384
325 327;327
12 13 94 95 96 173;12 13 95 96
124 941;941
149 551 1019;149 1019
133 170 271 272 579;133 271 272
126 374 1573 1574;126 374
1036 1238 2028;1036
2311 2312 2521;2312
62 64 66 249 996 1343;62 64 66
170 264 685 960 1665 1685 1811 2366 2367;170 960 1685 2366
259 266 312 500 501;259 312 500 501
81 467 650 651 652 1046;467 650 651 1046
22 139 194 686 813 934 1542 2813;813 934
1188 1244 1919 2084;1188 1244 1919
23 453 630 692;453 630
32 110 112 216 624 774 1203 1555;216
110 1099 2171;110
57 399 2733;2733
956 1512;1512
537 664 665;664 665
51 1777;51
13 94 214 624 1130 1572;13 94
455 621;621
248 683 808;248 683
523 1541;523
286 426 2303;2303
525 628;628
66 249 292 1297;249 292
321 626;626
1809 2567;2567
325 326 1620;325 1620
226 1514 1575 2115 2117 2588 2845;226 2115 2588
532 1716 1752 2027;2027
194 195 248 489 535 590 808 1915 2422;194 590 1915 2422
62 625 685 890;62
791 1022 1099 1259 1405;791 1022 1259 1405
95 96;96
16 977 1615;16
8 712 983;983
951 1122;951
193 427 500 1896;193 1896
273 516 1516;516 1516
110 112 216 217 232 780 873;110 217 873
91 138 247 266 271 364 470;91 138 247
52 925 969 1274 1295 2078;1295
103 142 675;103
20 222 224 500 501 933 2748;224 500 2748
135 136 2188 2237;2188
592 1181 1524 1533 1620;1533 1620
77 801;77
12 311;12
271 672 1303;271 672
563 887;887
2415 2806;2415
49 711 1566;49 1566
962 1009 1991;962
198 201 779 1364;1364
64 1475 1735;1475 1735
137 227 276;227 276
220 504 621;504 621
122 1372 1843 1899;1372 1843
57 58 700 1214 2076;57 58 1214
139 785 1200 2447;139
388 1675 2372;388 2372
1282 2090;2090
249 311;311
34 248 473 524 535 608 683 686 890 911;248 683 686
849 943;943
142 223 383 1102 1515;223 1102
225 501 1267 1939;501
20 140 494;140 494
537 1203 1555 2315;537 1203
449 451 1190 1980 2160 2161 2287;1190 2161 2287
95 96 173;96 173
835 937;835
325 366 490 503 857 1849;366 490 503 857 1849
